Id,SalePrice
1461,115000
1462,181900
1463,231500
1464,185000
1465,180000
1466,185000
1467,173000
1468,185000
1469,173000
1470,129000
1471,181000
1472,106000
1473,106000
1474,148500
1475,148500
1476,446261
1477,233170
1478,315000
1479,555000
1480,466500
1481,333168
1482,202500
1483,176485
1484,160200
1485,184100
1486,183200
1487,221000
1488,220000
1489,193879
1490,239000
1491,173000
1492,102000
1493,157000
1494,290000
1495,260000
1496,222000
1497,180000
1498,173733
1499,144152
1500,160000
1501,177500
1502,196000
1503,182000
1504,239000
1505,189000
1506,205000
1507,290000
1508,190000
1509,155000
1510,156000
1511,145000
1512,110000
1513,158000
1514,150000
1515,200000
1516,143000
1517,155000
1518,188000
1519,213000
1520,148000
1521,155000
1522,170000
1523,118500
1524,135000
1525,145000
1526,145000
1527,108480
1528,118500
1529,139000
1530,170000
1531,90000
1532,100000
1533,147000
1534,140000
1535,115000
1536,115000
1537,60000
1538,205000
1539,132000
1540,122000
1541,143000
1542,135000
1543,128000
1544,68500
1545,128000
1546,127500
1547,113000
1548,135000
1549,115000
1550,149000
1551,102000
1552,135000
1553,127000
1554,135000
1555,190000
1556,135000
1557,84500
1558,135000
1559,34900
1560,140000
1561,118000
1562,135000
1563,127000
1564,190000
1565,154000
1566,190000
1567,83000
1568,215000
1569,170000
1570,147000
1571,113000
1572,129000
1573,324000
1574,115000
1575,260000
1576,187000
1577,194500
1578,128000
1579,147000
1580,211000
1581,127000
1582,123000
1583,271000
1584,225000
1585,140000
1586,155000
1587,110000
1588,139000
1589,135000
1590,125000
1591,115000
1592,143000
1593,120500
1594,82000
1595,102000
1596,160000
1597,118000
1598,160000
1599,180000
1600,180000
1601,110000
1602,110000
1603,81000
1604,275000
1605,230000
1606,171500
1607,188000
1608,201000
1609,178000
1610,185000
1611,144000
1612,215000
1613,175000
1614,115000
1615,97000
1616,91500
1617,85000
1618,138000
1619,175000
1620,200000
1621,152000
1622,148000
1623,203000
1624,260000
1625,145000
1626,167000
1627,185000
1628,222500
1629,168500
1630,278000
1631,278000
1632,278000
1633,180000
1634,185000
1635,178000
1636,213000
1637,190000
1638,260000
1639,205000
1640,250000
1641,174000
1642,303477
1643,226000
1644,254900
1645,157000
1646,175500
1647,175000
1648,124000
1649,135000
1650,110000
1651,115000
1652,118000
1653,106000
1654,155000
1655,127500
1656,148500
1657,155000
1658,148500
1659,148500
1660,164900
1661,485000
1662,361919
1663,315000
1664,466500
1665,306000
1666,315000
1667,160000
1668,319900
1669,239000
1670,325000
1671,214000
1672,386250
1673,230000
1674,250000
1675,196000
1676,230000
1677,230000
1678,378500
1679,374000
1680,367294
1681,319900
1682,315000
1683,215000
1684,178900
1685,188500
1686,192000
1687,160000
1688,230000
1689,178000
1690,183200
1691,188500
1692,267000
1693,184100
1694,180000
1695,180000
1696,214000
1697,180000
1698,290000
1699,301500
1700,271000
1701,290000
1702,214000
1703,232000
1704,256300
1705,290000
1706,466500
1707,199900
1708,248328
1709,248328
1710,255000
1711,197000
1712,220000
1713,256300
1714,189000
1715,254900
1716,184900
1717,155000
1718,141000
1719,200000
1720,232000
1721,155000
1722,147000
1723,155000
1724,212900
1725,271000
1726,175900
1727,153900
1728,175900
1729,178000
1730,118964
1731,144000
1732,129900
1733,129900
1734,115000
1735,132500
1736,129000
1737,223000
1738,236000
1739,171900
1740,199900
1741,230000
1742,177500
1743,183900
1744,175500
1745,202500
1746,187000
1747,214500
1748,250000
1749,165000
1750,148000
1751,271000
1752,115000
1753,140000
1754,190000
1755,165000
1756,129000
1757,115000
1758,143000
1759,181900
1760,139000
1761,143000
1762,205000
1763,165000
1764,118000
1765,82000
1766,149500
1767,190000
1768,135000
1769,135000
1770,147000
1771,118500
1772,142125
1773,135000
1774,110000
1775,135000
1776,140000
1777,115000
1778,147000
1779,109500
1780,190000
1781,139400
1782,100000
1783,125500
1784,160000
1785,115000
1786,135000
1787,140000
1788,67000
1789,115000
1790,115000
1791,200000
1792,167000
1793,129000
1794,142000
1795,142000
1796,139000
1797,118500
1798,124500
1799,115000
1800,129000
1801,135000
1802,135000
1803,140000
1804,135000
1805,100000
1806,125000
1807,117500
1808,100000
1809,52000
1810,113000
1811,115000
1812,87000
1813,135000
1814,100000
1815,97000
1816,109500
1817,140000
1818,97000
1819,161000
1820,67000
1821,115000
1822,155000
1823,55000
1824,137500
1825,135000
1826,116000
1827,119000
1828,113000
1829,100000
1830,90000
1831,117500
1832,122000
1833,122000
1834,132000
1835,90000
1836,141500
1837,81000
1838,135000
1839,163500
1840,179000
1841,82000
1842,67000
1843,138500
1844,135000
1845,170000
1846,145000
1847,135000
1848,39300
1849,139600
1850,142125
1851,135000
1852,124000
1853,170000
1854,173000
1855,187500
1856,185000
1857,169000
1858,142953
1859,118964
1860,153337
1861,118964
1862,162000
1863,162000
1864,162000
1865,501837
1866,295493
1867,227000
1868,290000
1869,193879
1870,198900
1871,256300
1872,174000
1873,212000
1874,152000
1875,200000
1876,231500
1877,227000
1878,213000
1879,148000
1880,135000
1881,200000
1882,222500
1883,185900
1884,230000
1885,203000
1886,313000
1887,203000
1888,213000
1889,225000
1890,133000
1891,148000
1892,110000
1893,135000
1894,118000
1895,144500
1896,135000
1897,139000
1898,135000
1899,116000
1900,135000
1901,160000
1902,145000
1903,145000
1904,135000
1905,167000
1906,148500
1907,144500
1908,124000
1909,124000
1910,124000
1911,345000
1912,315000
1913,90000
1914,115000
1915,392500
1916,60000
1917,267000
1918,170000
1919,170000
1920,145000
1921,378500
1922,377500
1923,215000
1924,187500
1925,225000
1926,378500
1927,130000
1928,144500
1929,129500
1930,145000
1931,155000
1932,135000
1933,187000
1934,193000
1935,185000
1936,181000
1937,178000
1938,173000
1939,278000
1940,180000
1941,185000
1942,260000
1943,180000
1944,325000
1945,374000
1946,155000
1947,319900
1948,165500
1949,302000
1950,165000
1951,190000
1952,260000
1953,260000
1954,190000
1955,110000
1956,302000
1957,161500
1958,290000
1959,110000
1960,135000
1961,115000
1962,106000
1963,106000
1964,106000
1965,148500
1966,148500
1967,318000
1968,555000
1969,555000
1970,745000
1971,313000
1972,412500
1973,309000
1974,412500
1975,466500
1976,255000
1977,340000
1978,333168
1979,266000
1980,230000
1981,318061
1982,277500
1983,196000
1984,175500
1985,215000
1986,178740
1987,172500
1988,183200
1989,183200
1990,222500
1991,202500
1992,222500
1993,178900
1994,185000
1995,181000
1996,260000
1997,248000
1998,290000
1999,290000
2000,290000
2001,290000
2002,232000
2003,309000
2004,212000
2005,239000
2006,229456
2007,272000
2008,182000
2009,173000
2010,173000
2011,141000
2012,178000
2013,173000
2014,187000
2015,187000
2016,230000
2017,220000
2018,139000
2019,127000
2020,125000
2021,115000
2022,167000
2023,117000
2024,271000
2025,341000
2026,196000
2027,144152
2028,146000
2029,179400
2030,278000
2031,196000
2032,328900
2033,278000
2034,177500
2035,193000
2036,174000
2037,160000
2038,303477
2039,324000
2040,190000
2041,245500
2042,175000
2043,180500
2044,167000
2045,190000
2046,188000
2047,154000
2048,147000
2049,124000
2050,84000
2051,106500
2052,110000
2053,130000
2054,125000
2055,157900
2056,135000
2057,139000
2058,193500
2059,155000
2060,128000
2061,139000
2062,129000
2063,147000
2064,137000
2065,119500
2066,188000
2067,98300
2068,188000
2069,98300
2070,105000
2071,108000
2072,87000
2073,133000
2074,180500
2075,135000
2076,110000
2077,133700
2078,129000
2079,135000
2080,113000
2081,119000
2082,141000
2083,155000
2084,110000
2085,110000
2086,147000
2087,115000
2088,132000
2089,80000
2090,100000
2091,113000
2092,145000
2093,115000
2094,115000
2095,122000
2096,85000
2097,135000
2098,149000
2099,83000
2100,132000
2101,67000
2102,143000
2103,105000
2104,90000
2105,122000
2106,135000
2107,161000
2108,115000
2109,115000
2110,160000
2111,127000
2112,135000
2113,127000
2114,135000
2115,135000
2116,102000
2117,205000
2118,135000
2119,110000
2120,135000
2121,97000
2122,128000
2123,93000
2124,163000
2125,139000
2126,117000
2127,139000
2128,135000
2129,120500
2130,130500
2131,135000
2132,87000
2133,115000
2134,116000
2135,110000
2136,84500
2137,129000
2138,129000
2139,155000
2140,127000
2141,171000
2142,155000
2143,145000
2144,139000
2145,129000
2146,133000
2147,143000
2148,145000
