Id,SalePrice
1461,109500
1462,157900
1463,181000
1464,181000
1465,180000
1466,178000
1467,173000
1468,177000
1469,187500
1470,129000
1471,181000
1472,118000
1473,88000
1474,147000
1475,110000
1476,611657
1477,287090
1478,266000
1479,319000
1480,466500
1481,230000
1482,202500
1483,169990
1484,160200
1485,180000
1486,225000
1487,340000
1488,248900
1489,198900
1490,208900
1491,180000
1492,88000
1493,180000
1494,290000
1495,310000
1496,215000
1497,190000
1498,151000
1499,151000
1500,160000
1501,176000
1502,151000
1503,394432
1504,248000
1505,221000
1506,223000
1507,250000
1508,190000
1509,154000
1510,174900
1511,140000
1512,125000
1513,101800
1514,141000
1515,277000
1516,143000
1517,147000
1518,143000
1519,213000
1520,139950
1521,148000
1522,166000
1523,121600
1524,123500
1525,115000
1526,137000
1527,127000
1528,115000
1529,142000
1530,159000
1531,138887
1532,87000
1533,145000
1534,115000
1535,131000
1536,67000
1537,60000
1538,145000
1539,163000
1540,107500
1541,130000
1542,140000
1543,234000
1544,96500
1545,95000
1546,114500
1547,175000
1548,118500
1549,85000
1550,145000
1551,113000
1552,138887
1553,127000
1554,40000
1555,165500
1556,40000
1557,102000
1558,95000
1559,130000
1560,138887
1561,136500
1562,138500
1563,130000
1564,110000
1565,162000
1566,260000
1567,79900
1568,211000
1569,139600
1570,140000
1571,145000
1572,157000
1573,199900
1574,145000
1575,187500
1576,200000
1577,198900
1578,139000
1579,145000
1580,188000
1581,156000
1582,149900
1583,305900
1584,228000
1585,140000
1586,86000
1587,112000
1588,124000
1589,121600
1590,171000
1591,80000
1592,143000
1593,124000
1594,200500
1595,87000
1596,234000
1597,145000
1598,164000
1599,170000
1600,153900
1601,35311
1602,110000
1603,138887
1604,275000
1605,235000
1606,171500
1607,150900
1608,172500
1609,198900
1610,167500
1611,140000
1612,187100
1613,145000
1614,128500
1615,84500
1616,84500
1617,91000
1618,130000
1619,144000
1620,250000
1621,165000
1622,93000
1623,324000
1624,189000
1625,129900
1626,185000
1627,181000
1628,248000
1629,168500
1630,340000
1631,215000
1632,236500
1633,180000
1634,175000
1635,185000
1636,173000
1637,190000
1638,192000
1639,180000
1640,260000
1641,180000
1642,263000
1643,226000
1644,190000
1645,136905
1646,170000
1647,170000
1648,140000
1649,155000
1650,120500
1651,111250
1652,83000
1653,94500
1654,155000
1655,127500
1656,148500
1657,155000
1658,148500
1659,128200
1660,146000
1661,437154
1662,378500
1663,372500
1664,466500
1665,295493
1666,255500
1667,276000
1668,255500
1669,209500
1670,370878
1671,319900
1672,466500
1673,309000
1674,227000
1675,194700
1676,196000
1677,230000
1678,386250
1679,271900
1680,318061
1681,264132
1682,274900
1683,171750
1684,163990
1685,174000
1686,185000
1687,180000
1688,195000
1689,183500
1690,183200
1691,162000
1692,219210
1693,180000
1694,183200
1695,180000
1696,290000
1697,180000
1698,333168
1699,301500
1700,222000
1701,290000
1702,248328
1703,295493
1704,318000
1705,202500
1706,380000
1707,182000
1708,227680
1709,248328
1710,210000
1711,239900
1712,370878
1713,240000
1714,227000
1715,183000
1716,199900
1717,142500
1718,147000
1719,195000
1720,279500
1721,155000
1722,147000
1723,140000
1724,244600
1725,236000
1726,187000
1727,196000
1728,173000
1729,151000
1730,112000
1731,128500
1732,129000
1733,109500
1734,135500
1735,120000
1736,125500
1737,171000
1738,194500
1739,260000
1740,200000
1741,199900
1742,177000
1743,183900
1744,307000
1745,324000
1746,160000
1747,197000
1748,250000
1749,161500
1750,157000
1751,294000
1752,130000
1753,167000
1754,192000
1755,185000
1756,110000
1757,129900
1758,148000
1759,136500
1760,143000
1761,164500
1762,185000
1763,143900
1764,128900
1765,197900
1766,157500
1767,222000
1768,135000
1769,157000
1770,135500
1771,135000
1772,165000
1773,139000
1774,190000
1775,128000
1776,102000
1777,115000
1778,134500
1779,98300
1780,178000
1781,125000
1782,129900
1783,147000
1784,112000
1785,128000
1786,239000
1787,205000
1788,60000
1789,87000
1790,34900
1791,200000
1792,157900
1793,129500
1794,129000
1795,136000
1796,159500
1797,120500
1798,133700
1799,110000
1800,145000
1801,135000
1802,141500
1803,140000
1804,140000
1805,154500
1806,154900
1807,239000
1808,112000
1809,128000
1810,230000
1811,102000
1812,85000
1813,130500
1814,83000
1815,72500
1816,87000
1817,139000
1818,117500
1819,40000
1820,85000
1821,128000
1822,153900
1823,85000
1824,115000
1825,140000
1826,88000
1827,102000
1828,145000
1829,81000
1830,145000
1831,135000
1832,102000
1833,184000
1834,128000
1835,135900
1836,115000
1837,55000
1838,135000
1839,86000
1840,179000
1841,135000
1842,128000
1843,129900
1844,147000
1845,139000
1846,139000
1847,243000
1848,72500
1849,130000
1850,128900
1851,174500
1852,141000
1853,124000
1854,170000
1855,143500
1856,189000
1857,133900
1858,142953
1859,118858
1860,153337
1861,118858
1862,206300
1863,206300
1864,206300
1865,367294
1866,295493
1867,244600
1868,257000
1869,193879
1870,194000
1871,232600
1872,163990
1873,220000
1874,126000
1875,196000
1876,231500
1877,192000
1878,204000
1879,128200
1880,156000
1881,266000
1882,236000
1883,180000
1884,230000
1885,215000
1886,230000
1887,208900
1888,220000
1889,179540
1890,129000
1891,148000
1892,106500
1893,125000
1894,141000
1895,165000
1896,160000
1897,160000
1898,40000
1899,67000
1900,98000
1901,210000
1902,60000
1903,244400
1904,141000
1905,157500
1906,145000
1907,190000
1908,124000
1909,124000
1910,124000
1911,178000
1912,180000
1913,140000
1914,89000
1915,275000
1916,60000
1917,226000
1918,156000
1919,146800
1920,196000
1921,372500
1922,295493
1923,178000
1924,191000
1925,200000
1926,440000
1927,135000
1928,179900
1929,124900
1930,148000
1931,144000
1932,143000
1933,152000
1934,181000
1935,185000
1936,181000
1937,178000
1938,173000
1939,324000
1940,180000
1941,181000
1942,187000
1943,180000
1944,309000
1945,318061
1946,156500
1947,266000
1948,157500
1949,241500
1950,187500
1951,190000
1952,157000
1953,185000
1954,178000
1955,162000
1956,250000
1957,180000
1958,290000
1959,185000
1960,128500
1961,111250
1962,83000
1963,83000
1964,112000
1965,148500
1966,127500
1967,227000
1968,380000
1969,318061
1970,380000
1971,424870
1972,250000
1973,310000
1974,309000
1975,466500
1976,227000
1977,438780
1978,446261
1979,394617
1980,202500
1981,374000
1982,202500
1983,230000
1984,173000
1985,192000
1986,259000
1987,159895
1988,178900
1989,225000
1990,215000
1991,230000
1992,230000
1993,178000
1994,230000
1995,185000
1996,239000
1997,313000
1998,440000
1999,274300
2000,290000
2001,228000
2002,227000
2003,227875
2004,284000
2005,265900
2006,392000
2007,290000
2008,194500
2009,187000
2010,180000
2011,147000
2012,206000
2013,177500
2014,187000
2015,187000
